id,account_status_active__c,accountid__c,billingcity,billingcountry,billingpostalcode,billingstate,billingstreet,createddate,customer_type__c,friday_gate_hours__c,gate_hours_count__c,gate_receiving_hours__c,industry,lastmodifieddate,name,non_medicated_yard__c,one_way_miles__c,ownerid,ownership,package_type__c,parentid,payment_term_discount__c,payment_term_discount_prepaid__c,phone,plant_auto_check_out_distance_threshold__c,plant_checkin_time_threshold__c,plant_checkin_time_threshold_too_late__c,plant_checkinout_distance_threshold__c,plant_geolocation__latitude__s,plant_geolocation__longitude__s,plant_loading_time__c,plant_staging_time__c,ports_point_of_entry__c,ports_points_of_entry_country__c,primary_cattle_milk_rm_tool__c,primary_feed_rm_tool__c,primary_rcm__c,primary_round_trip_time__c,primary_service_from_plant__c,rating,receives_multiple_products__c,receiving_hours_24x7__c,recordtypeid,region__c,rm_complete__c,roughage_added_through_box__c,satisfied_w_current_rm__c,saturday_gate_hours__c,scale_instructions__c,service_from_locations__c,shipping_zone__c,shippingcity,shippingcountry,shippingpostalcode,shippingstate,shippingstreet,sic,site,starter_ingredient_cost_bmb__c,starter_ingredient_units__c,starter_ration_storage__c,storage_capacity_st__c,sunday_gate_hours__c,systemmodstamp,thursday_gate_hours__c,tickersymbol,truck_access__c,truck_has_100_ft_turning_radius__c,tuesday_gate_hours__c,type,typical_length_of_rm_months__c,uses_risk_management__c,vox_carrier_id__c,vox_name__c,vox_owner_shipto_id__c,vox_parent_id__c,vox_site_id__c,website,wednesday_gate_hours__c,weights_required__c,who_responsible_for_rm__c,width_of_entrance_off_highway_county_roa__c,x1_measure_of_performance__c,yard_conditions__c
001d000000GxWoiAAF,TRUE,001d000000GxWoiAAF,Hooper,USA,68031,NE,206 CR 20,7/5/2012 23:15,,1,7,,Beef,12/19/2018 15:07,Weitzenkamp Farms Inc.-North,FALSE,38,0050V000006dIsnQAE,,,0010V00002LxFACQA3,2,,(402) 567-2206,,,,,,,,,,,Futures,Futures,0050V000006x79IQAQ,3.19,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,9,,Yes,1,,,6,Hooper,USA,68031,NE,206 CR 20,,,,,,,1,12/19/2018 15:07,1,,,FALSE,1,Ship-To,,Yes,,,1027310273,10273,10273,,1,TRUE,Internal,,,
001d000000GxWosAAF,TRUE,001d000000GxWosAAF,Norfolk,USA,68701,NE,83386 556th Ave,7/5/2012 23:15,,1,7,,Beef,12/19/2018 16:54,Sunderman-East,FALSE,97,0050V000006LkI9QAK,,,001d000000GxWopAAF,2,,,,,,,,,,,,,Futures,Futures,005d0000003DvRUAA0,5.81,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,9,,Yes,1,,,12,Norfolk,USA,68701,NE,55750 835th Rd,,,,,,,1,12/19/2018 16:54,1,,,FALSE,1,Ship-To,,Yes,,,1035210665,10352,10665,,1,FALSE,Internal,,,
001d000000GxWoxAAF,TRUE,001d000000GxWoxAAF,Fordyce,USA,68736,NE,55969 897 Rd,7/5/2012 23:15,,1,7,,Beef,12/19/2018 16:46,Heine Farms Feedyard LLC,FALSE,146,005d0000000bw8AAAQ,,,0010V00002LxAucQAF,2,,,,,,,,,,,,,Forward Contracting,Futures,005d0000003DvSrAAK,7.99,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,9,,Yes,1,,,16,Fordyce,USA,68736,NE,55969 897 Rd,,,,,,,1,12/19/2018 16:46,1,,,FALSE,1,Ship-To,6,Yes,,,1037310373,10373,10373,,1,TRUE,Internal,,,
001d000000GxWp8AAF,TRUE,001d000000GxWp8AAF,Plainview,USA,68769,NE,86147 529 Ave,7/5/2012 23:15,,1,7,,Beef,12/19/2018 14:08,"Pudenz Farms, Inc.",FALSE,140,005d0000000bw8AAAQ,,,0010V00002Ly7OnQAJ,2,3,(402) 841-3676,,,,,,,,,,,,,005d0000003DvRUAA0,7.72,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,1,,,16,Plainview,USA,68769,NE,86147 529 Ave,,,,,,,1,12/19/2018 14:08,1,,,FALSE,1,Ship-To,,,,,1043910439,10439,10439,,1,FALSE,,,,
001d000000GxWpBAAV,TRUE,001d000000GxWpBAAV,Glidden,USA,51443,IA,22262 Robin Ave.,7/5/2012 23:15,,1,7,,Beef,12/19/2018 10:47,KMC Farms Ltd.,FALSE,90,0050V000006LkI9QAK,,,0010V00002Lx7JIQAZ,2,,,,,,,,,,,,,Cash,Futures,005d0000003DvRUAA0,5.5,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,9,,Yes,1,,,12,Glidden,USA,51443,IA,22262 Robin Ave,,,,,,,1,12/19/2018 10:47,1,,,FALSE,1,Ship-To,,Yes,,,1046110461,10461,10461,,1,FALSE,Internal,,,
001d000000GxWpCAAV,TRUE,001d000000GxWpCAAV,Carroll,USA,51401,IA,20267 Quail Ave,7/5/2012 23:15,,1,7,,Beef,12/19/2018 10:47,HS Farms Ltd,FALSE,89,0050V000006LkI9QAK,,,0010V00002Lx0NOQAZ,2,,,,,,,,,,,,,Cash,Futures,0050V000006x79IQAQ,5.46,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,9,,Yes,1,,,12,Carroll,USA,51401,IA,20527 Quail Ave,,,,,,,1,12/19/2018 10:47,1,,,FALSE,1,Ship-To,,Yes,,,1047010470,10470,10470,,1,FALSE,Internal,,,
001d000000GxWpFAAV,TRUE,001d000000GxWpFAAV,Moorhead,USA,51558,IA,29978 County Hwy L16,7/5/2012 23:15,,1,7,Daytime delivery,Beef,12/19/2018 18:05,"Cumming, Alan",FALSE,59,0050V000006dIsnQAE,,,0010V00002LxEYCQA3,2,,,,,,,,,,,,,,,0050V000006x79IQAQ,4.12,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,9,,,1,,,8,Moorhead,USA,51558,IA,29978 County Hwy L16,,,,,,,1,12/19/2018 18:05,1,,,FALSE,1,Ship-To,,No,,,1049110491,10491,10491,,1,FALSE,,,,
001d000000GxWpaAAF,TRUE,001d000000GxWpaAAF,Oakland,USA,68045,NE,1377 Hwy 77,7/5/2012 23:15,,1,7,,Beef,12/19/2018 16:43,Logan Valley Feeders Inc.,FALSE,40,0050V000006dIsnQAE,,,0010V00002LxEj5QAF,2,,,,,,,,,,,,,,,005d0000003DvSrAAK,3.28,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,1,,,6,Oakland,USA,68045,NE,1377 Hwy 77,,,,,,,1,12/19/2018 16:43,1,,,FALSE,1,Ship-To,,,,,1059210592,10592,10592,,1,TRUE,,,,
001d000000GxWq0AAF,TRUE,001d000000GxWq0AAF,Columbus,USA,68601,NE,6171 Country Club Drive,7/5/2012 23:15,,1,7,,Beef,12/19/2018 15:50,"Klug, Bill",FALSE,73,005d0000000bw8AAAQ,,,0010V00002LxAvfQAF,2,3,,,,,,,,,,,,Forward Contracting,Options,0050V000006x79IQAQ,4.74,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,9,,Yes,1,,,10,Columbus,USA,68601,NE,5646 E 83rd St,,,,,,,1,12/19/2018 15:50,1,,,FALSE,1,Ship-To,,Yes,,,1081910880,10819,10880,,1,FALSE,Internal,,,
001d000000GxWqhAAF,TRUE,001d000000GxWqhAAF,Harlan,USA,51537,IA,1335 Ironwood Rd,7/5/2012 23:15,,1,7,07:00 am - 07:00 pm,Beef,12/19/2018 14:51,"Schechinger Farms, Inc.",FALSE,48,0050V000006LkI9QAK,,,0010V00002Lx7U6QAJ,2,,(712) 627-4656,,,,,,,,,,,,,0050V000006x79IQAQ,3.63,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,1,,,8,Harlan,USA,51537,IA,1335 Ironwood Rd,,,,,,,1,12/19/2018 14:51,1,,,FALSE,1,Ship-To,,,,,1133011369,11330,11369,,1,TRUE,,,,
001d000000GxWquAAF,TRUE,001d000000GxWquAAF,West Point,USA,68788,NE,1270 Hwy 9,7/5/2012 23:15,,1,7,,Beef,12/19/2018 10:47,"Weiler, Steve",FALSE,54,0050V000006dIsnQAE,,,0010V00002LxF8VQAV,2,,,,,,,,,,,,,Futures,Futures,005d0000003DvSrAAK,3.9,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,9,,Yes,1,,,8,West Point,USA,68788,NE,1270 Hwy 9,,,,,,,1,12/19/2018 10:47,1,,,FALSE,1,Ship-To,,Yes,,,1136111442,11361,11442,,1,FALSE,Internal,,,
001d000000GxWqvAAF,TRUE,001d000000GxWqvAAF,Hooper,USA,68031,NE,2465 CR H,7/5/2012 23:15,,1,7,,Beef,12/19/2018 10:47,Kriete - John,FALSE,29,0050V000006dIsnQAE,,,0010V00002LxEhTQAV,2,,,,,,,,,,,,,,,0050V000006x79IQAQ,2.79,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,9,,,1,,,5,Hooper,USA,68031,NE,2465 CR H,,,,,,,1,12/19/2018 10:47,1,,,FALSE,1,Ship-To,,No,,,1136411447,11364,11447,,1,FALSE,,,,
001d000000GxWqwAAF,TRUE,001d000000GxWqwAAF,Hooper,USA,68031,NE,2465 CR H,7/5/2012 23:15,,1,7,,Beef,12/19/2018 10:47,Kriete - Paul,FALSE,29,0050V000006dIsnQAE,,,0010V00002LxEhTQAV,2,,,,,,,,,,,,,,,0050V000006x79IQAQ,2.79,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,9,,,1,,,5,Hooper,USA,68031,NE,18687 CR 3,,,,,,,1,12/19/2018 10:47,1,,,FALSE,1,Ship-To,,No,,,1136411924,11364,11924,,1,FALSE,,,,
001d000000GxWrIAAV,TRUE,001d000000GxWrIAAV,Wisner,USA,68791,NE,1964 6th Rd #2,7/5/2012 23:15,,1,7,,Beef,12/19/2018 15:46,Urwiler Feeders Incorporated,FALSE,63,0050V000006dIsnQAE,,,0010V00002LxF2rQAF,2,,,,,,,,,,,,,Forward Contracting,,0050V000006x79IQAQ,4.3,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,7,,No,1,,,9,Wisner,USA,68791,NE,1964 6th Rd,,,,,,,1,12/19/2018 15:46,1,,,FALSE,1,Ship-To,6,Yes,,,1152211683,11522,11683,,1,FALSE,Internal,,,
001d000000GxWrRAAV,TRUE,001d000000GxWrRAAV,Beatrice,USA,68310,NE,7995 E. Lilac Rd,7/5/2012 23:15,,1,7,,Dairy,12/19/2018 10:47,Deltu Farm Inc.,FALSE,121,0050V000006LkI4QAK,,,0010V00002LxunsQAB,2,,,,,,,,,,,,,Forward Contracting,Forward Contracting,005d0000003DvRUAA0,6.88,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,8,,No,1,,,14,Beatrice,USA,68310,NE,7995 E Lilac Rd,,,,,,,1,12/19/2018 10:47,1,,,FALSE,1,Ship-To,6,Yes,,,1158011757,11580,11757,,1,FALSE,External,,,
001d000000GxWrTAAV,TRUE,001d000000GxWrTAAV,Elba,USA,68835,NE,PO Box 99,7/5/2012 23:15,,1,7,,Beef,12/19/2018 16:01,Jacobs Brothers dba Windmill Feeders,FALSE,155,0050V000006dIsnQAE,,,0010V00002LxEoUQAV,2,,(308) 750-0040,,,,,,,,,,,Futures,Futures,005d0000003DvSrAAK,8.39,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,9,,Yes,1,,,17,Elba,USA,68835,NE,1607 Rose Road,,,,,,,1,12/19/2018 16:01,1,,,FALSE,1,Ship-To,6,Yes,,,1158611764,11586,11764,http://ilsbeef.com/,1,FALSE,Internal,,,
001d000000GxWrjAAF,TRUE,001d000000GxWrjAAF,Marysville,USA,66508,KS,1721 14th Road,7/5/2012 23:15,,1,7,,Dairy,12/19/2018 10:47,Fincham Dairy LLC,FALSE,157,0050V000006LkI4QAK,,,0010V00002LxuouQAB,2,,,,,,,,,,,,,,,005d0000003DvSrAAK,8.48,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,1,,,19,Marysville,USA,66508,KS,1721 14th Road,,,,,,,1,12/19/2018 10:47,1,,,FALSE,1,Ship-To,,,,,1162411817,11624,11817,,1,FALSE,,,,
001d000000GxWs3AAF,TRUE,001d000000GxWs3AAF,Seneca,USA,66538,KS,505 Amador,7/5/2012 23:15,,1,7,,Dairy,12/19/2018 10:47,Rottinghaus Family Dairy Inc.,FALSE,136,0050V000006LkI4QAK,,,0010V00002Lxv2LQAR,2,,,,,,,,,,,,,,,005d0000003DvRUAA0,7.54,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,1,,,17,Seneca,USA,66538,KS,1246 168th Rd,,,,,,,1,12/19/2018 10:47,1,,,FALSE,1,Ship-To,,,,,1166611867,11666,11867,,1,FALSE,,,,
001d000000GxWsAAAV,TRUE,001d000000GxWsAAAV,Friona,USA,79035,TX,1009 FM 1058,7/5/2012 23:15,,1,7,,Beef,12/19/2018 15:26,"Brown Cattle Feeders, Inc.",FALSE,51,005d0000002XDf7AAG,,,0010V00002Lyp4eQAB,2,,,,,,,,,,,,,,,005d0000003ZhV9AAK,3.35,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,1,,,7,Friona,USA,79035,TX,1009 FM 1058,,,,,,,1,12/19/2018 15:26,1,,,FALSE,1,Ship-To,,,,,1168211892,11682,11892,,1,FALSE,,,,
001d000000GxWsIAAV,TRUE,001d000000GxWsIAAV,Linn,USA,66953,KS,1814 9th Road,7/5/2012 23:15,,1,7,,Dairy,12/19/2018 10:47,Ohlde Dairy LLC,FALSE,175,0050V000006LkI4QAK,,,0010V00002Lxur8QAB,2,,,,,,,,,,,,,Futures,Futures,005d0000003DvRUAA0,9.28,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,8,,Yes,1,,,21.5,Linn,USA,66953,KS,1814 9th Rd,,,,,,,1,12/19/2018 10:47,1,,,FALSE,1,Ship-To,4,Yes,,,1169711912,11697,11912,,1,FALSE,Internal,,,
001d000000GxWsgAAF,TRUE,001d000000GxWsgAAF,Centralia,USA,66415,KS,531 State Hwy 9,7/5/2012 23:15,,1,7,,Beef,12/19/2018 10:47,Holthaus Brothers LLC,FALSE,167,0050V000006LkI9QAK,,,0010V00002Lx7DAQAZ,2,,,,,,,,,,,,,Futures,,0050V000006x79IQAQ,8.92,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,8,,Yes,1,,,20.5,Centralia,USA,66415,KS,531 State Hwy 9,,,,,,,1,12/19/2018 10:47,1,,,FALSE,1,Ship-To,,Yes,,,1180612075,11806,12075,,1,FALSE,Internal,,,
001d000000GxWsiAAF,TRUE,001d000000GxWsiAAF,Norfolk,USA,68701,NE,83939 Eagle Ridge Road,7/5/2012 23:15,,1,7,,Beef,12/19/2018 16:47,Gall Brothers Feedlot,FALSE,70,0050V000006dIsnQAE,,,0010V00002LxEfhQAF,2,,,,,,,,,,,,,,,005d0000003DvSrAAK,4.61,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,9,,Yes,1,,,10,Clarkson,USA,68629,NE,2442 Rd 9,,,,,,,1,12/19/2018 16:47,1,,,FALSE,1,Ship-To,,No,,,1181912088,11819,12088,,1,FALSE,,,,
001d000000GxWslAAF,TRUE,001d000000GxWslAAF,Linn,USA,66953,KS,1510 10th Rd,7/5/2012 23:15,,1,7,,Dairy,12/19/2018 10:47,Linn Willow Creek Dairy LLC,FALSE,179,0050V000006LkI4QAK,,,0010V00002LxuqtQAB,2,,,,,,,,,,,,,Forward Contracting,Forward Contracting,005d0000003DvRUAA0,9.46,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,8,,Yes,1,,,21.5,Linn,USA,66953,KS,1510 10th Rd,,,,,,,1,12/19/2018 10:47,1,,,FALSE,1,Ship-To,6,Yes,,,1182412099,11824,12099,,1,FALSE,Internal,,,
001d000000GxWswAAF,TRUE,001d000000GxWswAAF,Randolph,USA,68771,NE,86880 560th Ave,7/5/2012 23:15,,1,7,,Beef,12/19/2018 10:47,Northeast Nebraska Feeders,FALSE,119,0050V000006dIsnQAE,,,0010V00002LxEtUQAV,2,,,,,,,,,,,,,,,0050V000006x79IQAQ,6.79,,,TRUE,FALSE,012d0000000OFTVAA4,Midwest,0,,,1,,,14,Randolph,USA,68771,NE,86880 560th Ave,,,,,,,1,12/19/2018 10:47,1,,,FALSE,1,Ship-To,,,,,1186212147,11862,12147,,1,FALSE,,,,
001d000000GxWtHAAV,TRUE,001d000000GxWtHAAV,Monroe,USA,68647,NE,33560 430 Avenue,7/5/2012 23:15,,1,7,,Beef,12/19/2018 18:05,CCI Feedyards Inc.,FALSE,100,005d0000000bw8AAAQ,,,0010V00002LxAsqQAF,2,,,,,,,,,,,,,,,0050V000006x79IQAQ,5.94,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,1,,,13,Genoa,USA,68640,NE,43276 355 Street,,,,,,,1,12/19/2018 18:05,1,,,FALSE,1,Ship-To,,,,,1193612245,11936,12245,,1,TRUE,,,,
001d000000GxWtOAAV,TRUE,001d000000GxWtOAAV,Fullerton,USA,68638,NE,24919 State Hwy 52,7/5/2012 23:15,,1,7,,Beef,12/19/2018 14:41,Malander Feedyards LLC,FALSE,119,0050V000006dIsnQAE,,,0010V00002LxEh9QAF,2,,,,,,,,,,,,,Forward Contracting,Cash,0050V000006x79IQAQ,6.79,,,TRUE,FALSE,012d0000000OFTVAA4,Midwest,9,,Yes,1,,,14,Fullerton,USA,68638,NE,24919 State Hwy 52,,,,,,,1,12/19/2018 14:41,1,,,FALSE,1,Ship-To,6,Yes,,,1195412271,11954,12271,,1,FALSE,Internal,,,
001d000000GxWthAAF,TRUE,001d000000GxWthAAF,White,USA,57276,SD,19976 476th Ave,7/5/2012 23:15,,1,7,,Dairy,12/19/2018 16:03,"Providence Dairy, LLC - SD",FALSE,229,0050V000006LjgyQAC,,,0010V00002Ly0pjQAB,2,,,,,,,,,,,,,,,005d0000003DvSrAAK,11.68,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,1,,,25,White,USA,57276,SD,19976 476th Ave,,,,,,,1,12/19/2018 16:03,1,,,FALSE,1,Ship-To,,,,,1204512387,12045,12387,,1,FALSE,,,,
001d000000GxWtlAAF,TRUE,001d000000GxWtlAAF,Lake Preston,USA,57249,SD,20418 439th Avenue,7/5/2012 23:15,,1,7,,Dairy,12/19/2018 15:07,"Dutch Dakota Dairy, LLC",FALSE,253,0050V000006LjgyQAC,,,0010V00002Lxv9vQAB,2,,,,,,,,,,,,,,,005d0000003DvSrAAK,12.74,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,1,,,28,Lake Preston,USA,57249,SD,20418 439th Ave,,,,,,,1,12/19/2018 15:07,1,,,FALSE,1,Ship-To,,,,,1206112412,12061,12412,,1,FALSE,,,,
001d000000GxWu0AAF,TRUE,001d000000GxWu0AAF,Amarillo,USA,79105,TX,PO Box 15568,7/5/2012 23:15,,0,0,,Beef,10/25/2018 12:13,Friona Industries LP,FALSE,,005d0000002XDf7AAG,,,,,,,,,,,,,,,,,,,005d0000004ZwZpAAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,0,,,,,,,,,,,,,,,0,10/25/2018 12:13,0,,,FALSE,0,Owner,,,,,50006,50006,,,0,FALSE,,,,
001d000000GxWu2AAF,TRUE,001d000000GxWu2AAF,Amarillo,USA,79105,TX,PO Box 15568,7/5/2012 23:15,,1,7,,Beef,12/19/2018 14:44,Friona Feedyard,FALSE,21,005d0000002XDf7AAG,,,001d000000GxWu0AAF,2,,(806) 265-3574,,,,,,,,,,,,,005d0000004ZwZpAAK,2.26,,,FALSE,TRUE,012d0000000OFTVAA4,Texas,0,,,1,"Unattended Version - Weigh in
1) Truck # - type in truck #
2) Press Enter
3) Customer: CAR3 (for Cargill SweetBran)
4) Press Enter
5) Material: Type in: SWEETBRAN
6) Press Enter
7) Origin Ticket #: Type origin ticket number Origin Wgt - Y
8) Origin Weight: Type origin ticket new weight
9) Press Enter
10) Sign your name
Weigh out
1) Truck #: Type in truck #
2) Press Enter
3) Origin Weight - Y
4) Wait
5) Ticket will print
6) Take one copy of ticket and leave other with your origin BOL ticket",,5,Friona,USA,79035,TX,2370 FM 3140,,,,,,,1,12/19/2018 14:44,1,,,FALSE,1,Ship-To,,,,,5000650006,50006,50006,,1,TRUE,,,,
001d000000GxWu3AAF,TRUE,001d000000GxWu3AAF,Amarillo,USA,79105,TX,PO Box 15568,7/5/2012 23:15,,1,7,,Beef,12/19/2018 10:47,Randall County Feedyard,FALSE,68,005d0000002XDf7AAG,,,001d000000GxWu0AAF,2,,,,,,,,,,,,,,,005d0000004ZwZpAAK,3.97,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,1,"Unattended Version - Weigh in 
1) Truck # - type in truck # 
2) Press Enter 
3) Customer: CAR3 (for Cargill SweetBran) 
4) Press Enter 
5) Material: Type in: SWEETBRAN 
6) Press Enter 
7) Origin Ticket #: Type origin ticket number Origin Wgt - Y 
8) Origin Weight: Type origin ticket new weight 
9) Press Enter 
10) Sign your name 
Weigh out 
1) Truck #: Type in truck # 
2) Press Enter 
3) Origin Weight - Y 
4) Wait 
5) Ticket will print 
6) Take one copy of ticket and leave other with your origin BOL ticket",,8,Amarillo,USA,79119,TX,15000 FM 2219,,,,,,,1,12/19/2018 10:47,1,,,FALSE,1,Ship-To,,,,,5000650014,50006,50014,,1,TRUE,,,,
001d000000GxWu5AAF,TRUE,001d000000GxWu5AAF,Amarillo,USA,79116,TX,PO Box 3050,7/5/2012 23:15,,0,0,,Beef,10/25/2018 12:13,Cactus Operating LTD,FALSE,,005d0000002XDf7AAG,,,,,,,,,,,,,,,,,Futures,Futures,005d0000003ZhV9AAK,,,,FALSE,FALSE,012d0000000OFTVAA4,North America,9,,Yes,0,,,,Amarillo,USA,79116,TX,"2209 W 7th St, Ste 200",,,,,,,0,10/25/2018 12:13,0,,,FALSE,0,Owner,,Yes,,,50028,50028,,,0,FALSE,Internal,,,
001d000000GxWu7AAF,TRUE,001d000000GxWu7AAF,Amarillo,USA,79116,TX,"PO Box 3050
2209 W 7th St, Ste 200",7/5/2012 23:15,,1,7,,Beef,12/19/2018 16:24,Southwest Feedyard,FALSE,43,005d0000002XDf7AAG,,,001d000000GxWu5AAF,3,3,,,,,,,,,,,,Futures,Futures,005d0000003ZhV9AAK,3.06,,,TRUE,FALSE,012d0000000OFTVAA4,Texas,9,Yes,Yes,1,,,6,Hereford,USA,79045,TX,3865 FM 2943,,,,,Feed Bin,,1,12/19/2018 16:24,1,,,FALSE,1,Ship-To,,Yes,,,5002850033,50028,50033,,1,TRUE,Internal,,,
001d000000GxWu8AAF,TRUE,001d000000GxWu8AAF,Amarillo,USA,79116,TX,PO Box,7/5/2012 23:15,,1,7,,Beef,12/19/2018 16:26,Wrangler Feedyard,FALSE,74,005d0000002XDf7AAG,,,001d000000GxWu5AAF,3,3,,,,,,,,,,,,Futures,Futures,005d0000003ZhV9AAK,4.19,,,TRUE,TRUE,012d0000000OFTVAA4,Texas,9,Yes,Yes,1,,,8,Tulia,USA,79088,TX,7231 FM 2698,,,,,,,1,12/19/2018 16:26,1,,,FALSE,1,Ship-To,,Yes,,,5002850127,50028,50127,,1,TRUE,Internal,,,
001d000000GxWvRAAV,TRUE,001d000000GxWvRAAV,Muleshoe,USA,79347,TX,1287 FM 1731,7/5/2012 23:15,,1,7,,Beef,12/19/2018 16:24,"Coyote Lake Feedyard, Inc.",FALSE,35,005d0000000bw81AAA,,,0010V00002LyRuYQAV,2,,(806) 946-3321,,,,,,,,,,,,,005d0000004ZwZpAAK,2.77,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,No,,1,,,6,Muleshoe,USA,79347,TX,1287 FM 1731,,,,,N/A,,1,12/19/2018 16:24,1,,,FALSE,1,Ship-To,,,,,5001750020,50017,50020,,1,TRUE,,,,
001d000000GxWvWAAV,TRUE,001d000000GxWvWAAV,Farwell,USA,79325,TX,1355 FM 145,7/5/2012 23:15,,1,7,,Beef,12/19/2018 13:30,"Bovina Feeders, Inc.",TRUE,27,005d0000000bw81AAA,,,0010V00002LyRriQAF,2,,,,,,,,,,,,,Futures,Futures,005d0000004ZwZpAAK,2.48,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,7,Yes,Yes,1,,,5,Farwell,USA,79325,TX,1455 FM 145,,,,,Feed Bin,,1,12/19/2018 13:30,1,,50026,FALSE,1,Ship-To,,Yes,,,5002350026,50023,50026,,1,TRUE,Internal,,,
001d000000GxWvbAAF,TRUE,001d000000GxWvbAAF,Amarillo,USA,79116,TX,PO Box 3050,7/5/2012 23:15,,2,16,,Beef,12/19/2018 16:25,Stratford Feedyard,FALSE,37,005d0000002XDf7AAG,,,001d000000GxWu5AAF,3,3,,,,,,,,,,,,Futures,Futures,005d0000003ZhV9AAK,2.85,,,TRUE,TRUE,012d0000000OFTVAA4,Texas,9,Yes,Yes,3,,,6,Stratford,USA,79084,TX,14001 CR 9,,,,,,,3,12/19/2018 16:25,2,,,FALSE,2,Ship-To,,Yes,,,50028100293,50028,100293,,2,TRUE,Internal,,,
001d000000GxWvgAAF,TRUE,001d000000GxWvgAAF,Amarillo,USA,79116,TX,"PO Box 3050
2209 W 7th St, Ste 200",7/5/2012 23:15,,1,7,0700-1700 Mon-Sun,Beef,12/19/2018 16:23,Cactus Feedyard,FALSE,34,005d0000002XDf7AAG,,,001d000000GxWu5AAF,3,3,,,,,,,,,,,,Futures,Futures,005d0000003ZhV9AAK,2.74,,,TRUE,FALSE,012d0000000OFTVAA4,Texas,9,Yes,Yes,1,,,6,Cactus,USA,79013,TX,12100 Cactus Feeders Rd,,,,,,,1,12/19/2018 16:23,1,,,FALSE,1,Ship-To,,Yes,,,5002850041,50028,50041,,1,TRUE,Internal,,,
001d000000GxWvjAAF,TRUE,001d000000GxWvjAAF,Miami,USA,79059,TX,920 Turkey Track Road,7/5/2012 23:15,,1,7,"0600-1800M-F,0600-1700SA,0600-1200SN",Beef,12/18/2018 23:30,Adcock Family Ltd Partnership,FALSE,58,005d0000000bw81AAA,,,0010V00002LyRlQQAV,2,,,,,,,,,,,,,,,005d0000004ZwZpAAK,3.61,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,9,,,1,,,8,Texhoma,USA,73949,OK,RR 1 Box 10,,,,,,,1,12/18/2018 23:30,1,,,FALSE,1,Ship-To,,No,,,5003050035,50030,50035,,1,FALSE,,,,
001d000000GxWvsAAF,TRUE,001d000000GxWvsAAF,Amarillo,USA,79101,TX,500 S Taylor Street,7/5/2012 23:15,,1,7,,Beef,12/19/2018 10:47,Dean Cluck Feedyard-Dimmitt,FALSE,29,005d0000000bw81AAA,,,0010V00002LydcUQAR,2,,,,,,,,,,,,,Options,Options,005d0000004ZwZpAAK,2.55,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,9,No,No,1,,,6,Dimmitt,USA,79027,TX,1575 FM 1055,,,,,N/A,,1,12/19/2018 10:47,1,,,FALSE,1,Ship-To,,Yes,,,50091100376,50091,100376,,1,TRUE,Internal,,Profit,
001d000000GxWvuAAF,TRUE,001d000000GxWvuAAF,Amarillo,USA,79101,TX,"500 S Taylor, Suite 1050",7/5/2012 23:15,,1,7,,Beef,12/19/2018 15:21,"Dean Cluck Feedyard, Inc.",FALSE,62,005d0000000bw81AAA,,,0010V00002LydcUQAR,2,,,,,,,,,,,,,Options,Options,005d0000004ZwZpAAK,3.75,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,9,Yes,No,1,,,8,Gruver,USA,79040,TX,105 Dean Cluck Ave,,,,,Feed Bin,,1,12/19/2018 15:21,1,,,FALSE,1,Ship-To,,Yes,,,5009150104,50091,50104,,1,TRUE,Internal,,,
